Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn)
Tromsø Plu;SN90451;02.12.2018;0
Tromsø Plu;SN90451;03.12.2018;0
Tromsø Plu;SN90451;04.12.2018;0
Tromsø Plu;SN90451;05.12.2018;0
Tromsø Plu;SN90451;06.12.2018;3
Tromsø Plu;SN90451;07.12.2018;13,6
Tromsø Plu;SN90451;08.12.2018;1,7
Tromsø Plu;SN90451;09.12.2018;0
Tromsø Plu;SN90451;10.12.2018;0,7
Tromsø Plu;SN90451;11.12.2018;0,1
Tromsø Plu;SN90451;12.12.2018;0,4
Tromsø Plu;SN90451;13.12.2018;0,1
Tromsø Plu;SN90451;14.12.2018;0,1
Tromsø Plu;SN90451;15.12.2018;0
Tromsø Plu;SN90451;16.12.2018;0
Tromsø Plu;SN90451;17.12.2018;0
Tromsø Plu;SN90451;18.12.2018;0
Tromsø Plu;SN90451;19.12.2018;0
Tromsø Plu;SN90451;20.12.2018;0
Tromsø Plu;SN90451;21.12.2018;0
Tromsø Plu;SN90451;22.12.2018;0
Tromsø Plu;SN90451;23.12.2018;0,7
Tromsø Plu;SN90451;24.12.2018;4
Tromsø Plu;SN90451;25.12.2018;2,4
Tromsø Plu;SN90451;26.12.2018;2,5
Tromsø Plu;SN90451;27.12.2018;0,2
Tromsø Plu;SN90451;28.12.2018;0,2
Tromsø Plu;SN90451;30.12.2018;10,4
Tromsø Plu;SN90451;31.12.2018;5
Tromsø Plu;SN90451;01.01.2019;0,1
Tromsø Plu;SN90451;02.01.2019;8
Tromsø Plu;SN90451;23.02.2019;11
Tromsø Plu;SN90451;24.02.2019;11,9
Tromsø Plu;SN90451;25.02.2019;12
Tromsø Plu;SN90451;26.02.2019;2,6
Tromsø Plu;SN90451;07.04.2019;0,2
Tromsø Plu;SN90451;08.04.2019;2,5
Tromsø Plu;SN90451;09.04.2019;0
Tromsø Plu;SN90451;10.04.2019;0
Tromsø Plu;SN90451;11.04.2019;0
Tromsø Plu;SN90451;12.04.2019;3,3
Tromsø Plu;SN90451;13.04.2019;1,6
Tromsø Plu;SN90451;14.04.2019;0
Tromsø Plu;SN90451;15.04.2019;0
Tromsø Plu;SN90451;16.04.2019;0
Tromsø Plu;SN90451;17.04.2019;0
Tromsø Plu;SN90451;18.04.2019;0,1
Tromsø Plu;SN90451;19.04.2019;0
Tromsø Plu;SN90451;20.04.2019;1
Tromsø Plu;SN90451;21.04.2019;2,2
Tromsø Plu;SN90451;22.04.2019;3,4
Tromsø Plu;SN90451;23.04.2019;21,8
Tromsø Plu;SN90451;24.04.2019;6,3
Tromsø Plu;SN90451;25.04.2019;0
Tromsø Plu;SN90451;26.04.2019;0
Tromsø Plu;SN90451;27.04.2019;0
Tromsø Plu;SN90451;28.04.2019;0
Tromsø Plu;SN90451;29.04.2019;0
Tromsø Plu;SN90451;30.04.2019;0
Tromsø Plu;SN90451;01.05.2019;2
Tromsø Plu;SN90451;02.05.2019;0,7
Tromsø Plu;SN90451;03.05.2019;0,2
Tromsø Plu;SN90451;04.05.2019;1,2
Tromsø Plu;SN90451;05.05.2019;5,1
Tromsø Plu;SN90451;06.05.2019;0,9
Tromsø Plu;SN90451;07.05.2019;0
Tromsø Plu;SN90451;08.05.2019;0
Tromsø Plu;SN90451;09.05.2019;3,9
Tromsø Plu;SN90451;10.05.2019;0
Tromsø Plu;SN90451;11.05.2019;0
Tromsø Plu;SN90451;12.05.2019;0
Tromsø Plu;SN90451;13.05.2019;13,2
Tromsø Plu;SN90451;14.05.2019;1,4
Tromsø Plu;SN90451;15.05.2019;1,4
Tromsø Plu;SN90451;16.05.2019;0
Tromsø Plu;SN90451;17.05.2019;0
Tromsø Plu;SN90451;18.05.2019;0
Tromsø Plu;SN90451;19.05.2019;0
Tromsø Plu;SN90451;20.05.2019;0
Tromsø Plu;SN90451;21.05.2019;0
Tromsø Plu;SN90451;22.05.2019;0
Tromsø Plu;SN90451;23.05.2019;0
Tromsø Plu;SN90451;24.05.2019;0
Tromsø Plu;SN90451;25.05.2019;0
Tromsø Plu;SN90451;26.05.2019;0
Tromsø Plu;SN90451;27.05.2019;4,2
Tromsø Plu;SN90451;28.05.2019;0
Tromsø Plu;SN90451;29.05.2019;0,1
Tromsø Plu;SN90451;30.05.2019;7,7
Tromsø Plu;SN90451;31.05.2019;2,1
Tromsø Plu;SN90451;01.06.2019;0,3
Tromsø Plu;SN90451;02.06.2019;4,9
Tromsø Plu;SN90451;03.06.2019;0,1
Tromsø Plu;SN90451;04.06.2019;0
Tromsø Plu;SN90451;05.06.2019;0,3
Tromsø Plu;SN90451;06.06.2019;2
Tromsø Plu;SN90451;07.06.2019;0,1
Tromsø Plu;SN90451;08.06.2019;3,3
Tromsø Plu;SN90451;09.06.2019;5,4
Tromsø Plu;SN90451;10.06.2019;0,2
Tromsø Plu;SN90451;11.06.2019;0,4
Tromsø Plu;SN90451;12.06.2019;0,5
Tromsø Plu;SN90451;13.06.2019;0
Tromsø Plu;SN90451;14.06.2019;0
Tromsø Plu;SN90451;15.06.2019;0
Tromsø Plu;SN90451;16.06.2019;0
Tromsø Plu;SN90451;17.06.2019;0
Tromsø Plu;SN90451;18.06.2019;0
Tromsø Plu;SN90451;19.06.2019;1,7
Tromsø Plu;SN90451;20.06.2019;0,1
Tromsø Plu;SN90451;21.06.2019;0
Tromsø Plu;SN90451;22.06.2019;3,1
Tromsø Plu;SN90451;23.06.2019;25,2
Tromsø Plu;SN90451;24.06.2019;2,8
Tromsø Plu;SN90451;25.06.2019;4,2
Tromsø Plu;SN90451;26.06.2019;1,5
Tromsø Plu;SN90451;27.06.2019;2,3
Tromsø Plu;SN90451;28.06.2019;5,3
Tromsø Plu;SN90451;29.06.2019;8,3
Tromsø Plu;SN90451;30.06.2019;10,4
Tromsø Plu;SN90451;01.07.2019;0,4
Tromsø Plu;SN90451;02.07.2019;6,3
Tromsø Plu;SN90451;03.07.2019;0,3
Tromsø Plu;SN90451;04.07.2019;0,6
Tromsø Plu;SN90451;05.07.2019;1
Tromsø Plu;SN90451;06.07.2019;1,7
Tromsø Plu;SN90451;07.07.2019;0
Tromsø Plu;SN90451;08.07.2019;0,1
Tromsø Plu;SN90451;09.07.2019;0
Tromsø Plu;SN90451;10.07.2019;0
Tromsø Plu;SN90451;11.07.2019;0
Tromsø Plu;SN90451;12.07.2019;0
Tromsø Plu;SN90451;13.07.2019;0
Tromsø Plu;SN90451;14.07.2019;0
Tromsø Plu;SN90451;15.07.2019;0
Tromsø Plu;SN90451;16.07.2019;0
Tromsø Plu;SN90451;17.07.2019;0
Tromsø Plu;SN90451;18.07.2019;0
Tromsø Plu;SN90451;19.07.2019;0
Tromsø Plu;SN90451;20.07.2019;0
Tromsø Plu;SN90451;21.07.2019;0
Tromsø Plu;SN90451;22.07.2019;0,5
Tromsø Plu;SN90451;23.07.2019;0,7
Tromsø Plu;SN90451;24.07.2019;0,2
Tromsø Plu;SN90451;25.07.2019;0,5
Tromsø Plu;SN90451;26.07.2019;0,3
Tromsø Plu;SN90451;27.07.2019;0
Tromsø Plu;SN90451;28.07.2019;0
Tromsø Plu;SN90451;29.07.2019;0
Tromsø Plu;SN90451;30.07.2019;0
Tromsø Plu;SN90451;31.07.2019;0
Tromsø Plu;SN90451;01.08.2019;0
Tromsø Plu;SN90451;02.08.2019;0
Tromsø Plu;SN90451;03.08.2019;0
Tromsø Plu;SN90451;04.08.2019;0
Tromsø Plu;SN90451;05.08.2019;0
Tromsø Plu;SN90451;06.08.2019;0
Tromsø Plu;SN90451;07.08.2019;0
Tromsø Plu;SN90451;08.08.2019;0
Tromsø Plu;SN90451;09.08.2019;0
Tromsø Plu;SN90451;10.08.2019;0
Tromsø Plu;SN90451;11.08.2019;0
Tromsø Plu;SN90451;12.08.2019;0,1
Tromsø Plu;SN90451;13.08.2019;0
Tromsø Plu;SN90451;14.08.2019;0
Tromsø Plu;SN90451;15.08.2019;0
Tromsø Plu;SN90451;16.08.2019;4,6
Tromsø Plu;SN90451;17.08.2019;1
Tromsø Plu;SN90451;18.08.2019;2
Tromsø Plu;SN90451;19.08.2019;4,5
Tromsø Plu;SN90451;20.08.2019;10,5
Tromsø Plu;SN90451;21.08.2019;0
Tromsø Plu;SN90451;22.08.2019;4,1
Tromsø Plu;SN90451;23.08.2019;0,1
Tromsø Plu;SN90451;24.08.2019;0,3
Tromsø Plu;SN90451;25.08.2019;0
Tromsø Plu;SN90451;26.08.2019;18,2
Tromsø Plu;SN90451;27.08.2019;1,3
Tromsø Plu;SN90451;28.08.2019;0,2
Tromsø Plu;SN90451;29.08.2019;0
Tromsø Plu;SN90451;30.08.2019;4,8
Tromsø Plu;SN90451;31.08.2019;10,3
Tromsø Plu;SN90451;01.09.2019;1,7
Tromsø Plu;SN90451;02.09.2019;12
Tromsø Plu;SN90451;03.09.2019;0,1
Tromsø Plu;SN90451;04.09.2019;0,3
Tromsø Plu;SN90451;05.09.2019;4,5
Tromsø Plu;SN90451;06.09.2019;2,2
Tromsø Plu;SN90451;07.09.2019;6,9
Tromsø Plu;SN90451;08.09.2019;3,8
Tromsø Plu;SN90451;09.09.2019;0,7
Tromsø Plu;SN90451;10.09.2019;0
Tromsø Plu;SN90451;11.09.2019;2,6
Tromsø Plu;SN90451;12.09.2019;3,7
Tromsø Plu;SN90451;13.09.2019;8,1
Tromsø Plu;SN90451;14.09.2019;5,9
Tromsø Plu;SN90451;15.09.2019;1,2
Tromsø Plu;SN90451;16.09.2019;0
Tromsø Plu;SN90451;17.09.2019;0
Tromsø Plu;SN90451;18.09.2019;0
Tromsø Plu;SN90451;19.09.2019;14,3
Tromsø Plu;SN90451;20.09.2019;8,2
Tromsø Plu;SN90451;21.09.2019;8,3
Tromsø Plu;SN90451;22.09.2019;17,4
Tromsø Plu;SN90451;23.09.2019;1,5
Tromsø Plu;SN90451;24.09.2019;0
Tromsø Plu;SN90451;25.09.2019;0,6
Tromsø Plu;SN90451;26.09.2019;2,3
Tromsø Plu;SN90451;27.09.2019;0,5
Tromsø Plu;SN90451;28.09.2019;0,1
Tromsø Plu;SN90451;29.09.2019;2,5
Tromsø Plu;SN90451;30.09.2019;0
Tromsø Plu;SN90451;01.10.2019;0
Tromsø Plu;SN90451;02.10.2019;0,1
Tromsø Plu;SN90451;03.10.2019;0
Tromsø Plu;SN90451;04.10.2019;0
Tromsø Plu;SN90451;05.10.2019;4,3
Tromsø Plu;SN90451;06.10.2019;10
Tromsø Plu;SN90451;07.10.2019;11,4
Tromsø Plu;SN90451;08.10.2019;0,1
Tromsø Plu;SN90451;09.10.2019;0
Tromsø Plu;SN90451;10.10.2019;0,2
Tromsø Plu;SN90451;11.10.2019;0,1
Tromsø Plu;SN90451;12.10.2019;0
Tromsø Plu;SN90451;13.10.2019;0
Tromsø Plu;SN90451;14.10.2019;0
Tromsø Plu;SN90451;15.10.2019;0
Tromsø Plu;SN90451;16.10.2019;0
Tromsø Plu;SN90451;17.10.2019;0,1
Tromsø Plu;SN90451;18.10.2019;0,1
Tromsø Plu;SN90451;19.10.2019;0,7
Tromsø Plu;SN90451;20.10.2019;0,6
Tromsø Plu;SN90451;21.10.2019;0
Tromsø Plu;SN90451;22.10.2019;4,1
Tromsø Plu;SN90451;23.10.2019;6,9
Tromsø Plu;SN90451;24.10.2019;0,9
Tromsø Plu;SN90451;25.10.2019;0,2
Tromsø Plu;SN90451;26.10.2019;4
Tromsø Plu;SN90451;27.10.2019;0,1
Tromsø Plu;SN90451;28.10.2019;1,4
Tromsø Plu;SN90451;29.10.2019;3,9
Tromsø Plu;SN90451;30.10.2019;0,6
Tromsø Plu;SN90451;31.10.2019;0
Tromsø Plu;SN90451;01.11.2019;0,3
Tromsø Plu;SN90451;04.05.2020;0,2
Tromsø Plu;SN90451;05.05.2020;1,3
Tromsø Plu;SN90451;06.05.2020;0,4
Tromsø Plu;SN90451;07.05.2020;10,8
Tromsø Plu;SN90451;08.05.2020;4,8
Tromsø Plu;SN90451;09.05.2020;2,9
Tromsø Plu;SN90451;28.05.2020;1,1
Tromsø Plu;SN90451;29.05.2020;3,6
Tromsø Plu;SN90451;30.05.2020;4,3
Tromsø Plu;SN90451;31.05.2020;0,1
Tromsø Plu;SN90451;01.06.2020;0
Tromsø Plu;SN90451;02.06.2020;0
Tromsø Plu;SN90451;03.06.2020;4,2
Tromsø Plu;SN90451;04.06.2020;0
Tromsø Plu;SN90451;05.06.2020;0,1
Tromsø Plu;SN90451;06.06.2020;0
Tromsø Plu;SN90451;07.06.2020;0
Tromsø Plu;SN90451;08.06.2020;3,6
Tromsø Plu;SN90451;09.06.2020;4,9
Tromsø Plu;SN90451;10.06.2020;0
Tromsø Plu;SN90451;11.06.2020;0,7
Tromsø Plu;SN90451;12.06.2020;0
Tromsø Plu;SN90451;13.06.2020;0
Tromsø Plu;SN90451;14.06.2020;0
Tromsø Plu;SN90451;15.06.2020;2,4
Tromsø Plu;SN90451;16.06.2020;0,3
Tromsø Plu;SN90451;17.06.2020;0
Tromsø Plu;SN90451;18.06.2020;0
Tromsø Plu;SN90451;19.06.2020;0,1
Tromsø Plu;SN90451;20.06.2020;0
Tromsø Plu;SN90451;21.06.2020;0
Tromsø Plu;SN90451;22.06.2020;0
Tromsø Plu;SN90451;23.06.2020;0
Tromsø Plu;SN90451;24.06.2020;0,5
Tromsø Plu;SN90451;25.06.2020;1,1
Tromsø Plu;SN90451;26.06.2020;2,3
Tromsø Plu;SN90451;27.06.2020;3,1
Tromsø Plu;SN90451;28.06.2020;0
Tromsø Plu;SN90451;29.06.2020;0
Tromsø Plu;SN90451;30.06.2020;0,2
Tromsø Plu;SN90451;01.07.2020;0
Tromsø Plu;SN90451;02.07.2020;19,4
Tromsø Plu;SN90451;03.07.2020;9,5
Tromsø Plu;SN90451;04.07.2020;0
Tromsø Plu;SN90451;05.07.2020;1,3
Tromsø Plu;SN90451;06.07.2020;0
Tromsø Plu;SN90451;07.07.2020;1,8
Tromsø Plu;SN90451;08.07.2020;0,2
Tromsø Plu;SN90451;09.07.2020;0
Tromsø Plu;SN90451;10.07.2020;0
Tromsø Plu;SN90451;11.07.2020;0
Tromsø Plu;SN90451;12.07.2020;0
Tromsø Plu;SN90451;13.07.2020;4,9
Tromsø Plu;SN90451;14.07.2020;0
Tromsø Plu;SN90451;15.07.2020;0
Tromsø Plu;SN90451;16.07.2020;1,8
Tromsø Plu;SN90451;17.07.2020;0
Tromsø Plu;SN90451;18.07.2020;2,8
Tromsø Plu;SN90451;19.07.2020;0,2
Tromsø Plu;SN90451;20.07.2020;0,6
Tromsø Plu;SN90451;21.07.2020;2,4
Tromsø Plu;SN90451;22.07.2020;10,4
Tromsø Plu;SN90451;23.07.2020;15,2
Tromsø Plu;SN90451;24.07.2020;4,8
Tromsø Plu;SN90451;25.07.2020;0
Tromsø Plu;SN90451;26.07.2020;0
Tromsø Plu;SN90451;27.07.2020;0
Tromsø Plu;SN90451;28.07.2020;0
Tromsø Plu;SN90451;29.07.2020;0
Tromsø Plu;SN90451;30.07.2020;0
Tromsø Plu;SN90451;31.07.2020;0
Tromsø Plu;SN90451;01.08.2020;0
Tromsø Plu;SN90451;02.08.2020;0
Tromsø Plu;SN90451;03.08.2020;0
Tromsø Plu;SN90451;04.08.2020;0
Tromsø Plu;SN90451;05.08.2020;18,7
Tromsø Plu;SN90451;06.08.2020;0
Tromsø Plu;SN90451;07.08.2020;3,4
Tromsø Plu;SN90451;08.08.2020;0
Tromsø Plu;SN90451;09.08.2020;25,5
Tromsø Plu;SN90451;10.08.2020;1,5
Tromsø Plu;SN90451;11.08.2020;1,2
Tromsø Plu;SN90451;12.08.2020;0
Tromsø Plu;SN90451;13.08.2020;0
Tromsø Plu;SN90451;14.08.2020;8,5
Tromsø Plu;SN90451;15.08.2020;8,1
Tromsø Plu;SN90451;16.08.2020;15,8
Tromsø Plu;SN90451;17.08.2020;10,3
Tromsø Plu;SN90451;18.08.2020;6,8
Tromsø Plu;SN90451;19.08.2020;3,7
Tromsø Plu;SN90451;20.08.2020;1,7
Tromsø Plu;SN90451;21.08.2020;0
Tromsø Plu;SN90451;22.08.2020;0
Tromsø Plu;SN90451;23.08.2020;8,9
Tromsø Plu;SN90451;24.08.2020;19,1
Tromsø Plu;SN90451;25.08.2020;3,3
Tromsø Plu;SN90451;26.08.2020;3,8
Tromsø Plu;SN90451;27.08.2020;1
Tromsø Plu;SN90451;28.08.2020;3,1
Tromsø Plu;SN90451;29.08.2020;2,6
Tromsø Plu;SN90451;30.08.2020;0,4
Tromsø Plu;SN90451;31.08.2020;0,1
Tromsø Plu;SN90451;01.09.2020;10,4
Tromsø Plu;SN90451;02.09.2020;1,4
Tromsø Plu;SN90451;03.09.2020;0
Tromsø Plu;SN90451;04.09.2020;0
Tromsø Plu;SN90451;05.09.2020;12
Tromsø Plu;SN90451;06.09.2020;2,1
Tromsø Plu;SN90451;07.09.2020;4,9
Tromsø Plu;SN90451;08.09.2020;0,1
Tromsø Plu;SN90451;09.09.2020;1,5
Tromsø Plu;SN90451;10.09.2020;0,1
Tromsø Plu;SN90451;11.09.2020;7,7
Tromsø Plu;SN90451;12.09.2020;2,8
Tromsø Plu;SN90451;13.09.2020;0,7
Tromsø Plu;SN90451;14.09.2020;7,1
Tromsø Plu;SN90451;15.09.2020;1,1
Tromsø Plu;SN90451;16.09.2020;1,6
Tromsø Plu;SN90451;17.09.2020;0,5
Tromsø Plu;SN90451;18.09.2020;11,3
Tromsø Plu;SN90451;19.09.2020;14,2
Tromsø Plu;SN90451;20.09.2020;5
Tromsø Plu;SN90451;21.09.2020;8,6
Tromsø Plu;SN90451;22.09.2020;36,5
Tromsø Plu;SN90451;23.09.2020;4,6
Tromsø Plu;SN90451;24.09.2020;2,1
Tromsø Plu;SN90451;25.09.2020;1
Tromsø Plu;SN90451;26.09.2020;2,2
Tromsø Plu;SN90451;27.09.2020;0,2
Tromsø Plu;SN90451;28.09.2020;0
Tromsø Plu;SN90451;29.09.2020;0
Tromsø Plu;SN90451;30.09.2020;0
Tromsø Plu;SN90451;01.10.2020;0
Tromsø Plu;SN90451;02.10.2020;0
Tromsø Plu;SN90451;03.10.2020;0
Tromsø Plu;SN90451;04.10.2020;0
Tromsø Plu;SN90451;05.10.2020;0
Tromsø Plu;SN90451;06.10.2020;0
Tromsø Plu;SN90451;07.10.2020;0
Tromsø Plu;SN90451;08.10.2020;0
Tromsø Plu;SN90451;09.10.2020;0
Tromsø Plu;SN90451;10.10.2020;1,9
Tromsø Plu;SN90451;11.10.2020;11,1
Tromsø Plu;SN90451;12.10.2020;0,2
Tromsø Plu;SN90451;13.10.2020;0
Tromsø Plu;SN90451;14.10.2020;1,4
Tromsø Plu;SN90451;15.10.2020;10,5
Tromsø Plu;SN90451;16.10.2020;5,9
Tromsø Plu;SN90451;17.10.2020;18,6
Tromsø Plu;SN90451;18.10.2020;2,3
Tromsø Plu;SN90451;19.10.2020;0
Tromsø Plu;SN90451;20.10.2020;0,1
Tromsø Plu;SN90451;21.10.2020;0
Tromsø Plu;SN90451;22.10.2020;0
Tromsø Plu;SN90451;23.10.2020;0
Tromsø Plu;SN90451;24.10.2020;2,7
Tromsø Plu;SN90451;25.10.2020;4
Tromsø Plu;SN90451;26.10.2020;2
Tromsø Plu;SN90451;27.10.2020;0
Tromsø Plu;SN90451;28.10.2020;0
Tromsø Plu;SN90451;29.10.2020;0,1
Tromsø Plu;SN90451;30.10.2020;1,4
Tromsø Plu;SN90451;31.10.2020;0,7
Tromsø Plu;SN90451;01.11.2020;9,3
Tromsø Plu;SN90451;01.05.2021;2,9
Tromsø Plu;SN90451;02.05.2021;8,3
Tromsø Plu;SN90451;03.05.2021;0
Tromsø Plu;SN90451;04.05.2021;0
Tromsø Plu;SN90451;05.05.2021;0
Tromsø Plu;SN90451;06.05.2021;0
Tromsø Plu;SN90451;07.05.2021;0
Tromsø Plu;SN90451;08.05.2021;0,9
Tromsø Plu;SN90451;09.05.2021;1,8
Tromsø Plu;SN90451;10.05.2021;1
Tromsø Plu;SN90451;11.05.2021;0
Tromsø Plu;SN90451;12.05.2021;0,4
Tromsø Plu;SN90451;13.05.2021;1,2
Tromsø Plu;SN90451;14.05.2021;0,1
Tromsø Plu;SN90451;15.05.2021;0
Tromsø Plu;SN90451;16.05.2021;0
Tromsø Plu;SN90451;17.05.2021;0
Tromsø Plu;SN90451;18.05.2021;0,5
Tromsø Plu;SN90451;19.05.2021;0,4
Tromsø Plu;SN90451;20.05.2021;0,3
Tromsø Plu;SN90451;21.05.2021;0
Tromsø Plu;SN90451;22.05.2021;0
Tromsø Plu;SN90451;23.05.2021;0
Tromsø Plu;SN90451;24.05.2021;0
Tromsø Plu;SN90451;25.05.2021;0
Tromsø Plu;SN90451;26.05.2021;0
Tromsø Plu;SN90451;27.05.2021;0
Tromsø Plu;SN90451;28.05.2021;1,4
Tromsø Plu;SN90451;29.05.2021;0,5
Tromsø Plu;SN90451;30.05.2021;0,4
Tromsø Plu;SN90451;31.05.2021;1,7
Tromsø Plu;SN90451;01.06.2021;0,4
Tromsø Plu;SN90451;02.06.2021;0
Tromsø Plu;SN90451;03.06.2021;0
Tromsø Plu;SN90451;04.06.2021;0
Tromsø Plu;SN90451;05.06.2021;0,1
Tromsø Plu;SN90451;06.06.2021;0
Tromsø Plu;SN90451;07.06.2021;0
Tromsø Plu;SN90451;08.06.2021;1,3
Tromsø Plu;SN90451;09.06.2021;0,2
Tromsø Plu;SN90451;10.06.2021;0,2
Tromsø Plu;SN90451;11.06.2021;3,7
Tromsø Plu;SN90451;12.06.2021;11,9
Tromsø Plu;SN90451;13.06.2021;6,6
Tromsø Plu;SN90451;14.06.2021;6,2
Tromsø Plu;SN90451;15.06.2021;0,5
Tromsø Plu;SN90451;16.06.2021;1,6
Tromsø Plu;SN90451;17.06.2021;3,8
Tromsø Plu;SN90451;18.06.2021;2,5
Tromsø Plu;SN90451;19.06.2021;12,6
Tromsø Plu;SN90451;20.06.2021;0
Tromsø Plu;SN90451;21.06.2021;0
Tromsø Plu;SN90451;22.06.2021;1,1
Tromsø Plu;SN90451;23.06.2021;3,1
Tromsø Plu;SN90451;24.06.2021;0
Tromsø Plu;SN90451;25.06.2021;0,4
Tromsø Plu;SN90451;26.06.2021;0,8
Tromsø Plu;SN90451;27.06.2021;3,9
Tromsø Plu;SN90451;28.06.2021;1,7
Tromsø Plu;SN90451;29.06.2021;0,6
Tromsø Plu;SN90451;30.06.2021;1
Tromsø Plu;SN90451;01.07.2021;0
Tromsø Plu;SN90451;02.07.2021;0,4
Tromsø Plu;SN90451;03.07.2021;0
Tromsø Plu;SN90451;04.07.2021;0
Tromsø Plu;SN90451;05.07.2021;0
Tromsø Plu;SN90451;06.07.2021;0
Tromsø Plu;SN90451;07.07.2021;0
Tromsø Plu;SN90451;08.07.2021;7,9
Tromsø Plu;SN90451;09.07.2021;4,4
Tromsø Plu;SN90451;10.07.2021;0
Tromsø Plu;SN90451;11.07.2021;0
Tromsø Plu;SN90451;12.07.2021;0,3
Tromsø Plu;SN90451;13.07.2021;6,7
Tromsø Plu;SN90451;14.07.2021;4,8
Tromsø Plu;SN90451;15.07.2021;0,3
Tromsø Plu;SN90451;16.07.2021;6,9
Tromsø Plu;SN90451;17.07.2021;14,9
Tromsø Plu;SN90451;18.07.2021;2,2
Tromsø Plu;SN90451;19.07.2021;1,5
Tromsø Plu;SN90451;20.07.2021;12,6
Tromsø Plu;SN90451;21.07.2021;11
Tromsø Plu;SN90451;22.07.2021;6,3
Tromsø Plu;SN90451;23.07.2021;2,1
Tromsø Plu;SN90451;24.07.2021;1
Tromsø Plu;SN90451;25.07.2021;2,3
Tromsø Plu;SN90451;26.07.2021;6
Tromsø Plu;SN90451;27.07.2021;0
Tromsø Plu;SN90451;28.07.2021;0,1
Tromsø Plu;SN90451;29.07.2021;0
Tromsø Plu;SN90451;30.07.2021;0
Tromsø Plu;SN90451;31.07.2021;0
Tromsø Plu;SN90451;01.08.2021;0,1
Tromsø Plu;SN90451;02.08.2021;0,6
Tromsø Plu;SN90451;03.08.2021;1,4
Tromsø Plu;SN90451;04.08.2021;0,7
Tromsø Plu;SN90451;05.08.2021;4,4
Tromsø Plu;SN90451;06.08.2021;1
Tromsø Plu;SN90451;07.08.2021;0,1
Tromsø Plu;SN90451;08.08.2021;0
Tromsø Plu;SN90451;09.08.2021;0,3
Tromsø Plu;SN90451;10.08.2021;0,9
Tromsø Plu;SN90451;11.08.2021;0,1
Tromsø Plu;SN90451;12.08.2021;6
Tromsø Plu;SN90451;13.08.2021;1,6
Tromsø Plu;SN90451;14.08.2021;2,8
Tromsø Plu;SN90451;15.08.2021;0
Tromsø Plu;SN90451;16.08.2021;0
Tromsø Plu;SN90451;17.08.2021;0
Tromsø Plu;SN90451;18.08.2021;0
Tromsø Plu;SN90451;19.08.2021;2
Tromsø Plu;SN90451;20.08.2021;5,2
Tromsø Plu;SN90451;21.08.2021;1,1
Tromsø Plu;SN90451;22.08.2021;0
Tromsø Plu;SN90451;23.08.2021;0
Tromsø Plu;SN90451;24.08.2021;0,5
Tromsø Plu;SN90451;25.08.2021;0,3
Tromsø Plu;SN90451;26.08.2021;0
Tromsø Plu;SN90451;27.08.2021;0
Tromsø Plu;SN90451;28.08.2021;0,3
Tromsø Plu;SN90451;29.08.2021;0,1
Tromsø Plu;SN90451;30.08.2021;0,2
Tromsø Plu;SN90451;31.08.2021;6,6
Tromsø Plu;SN90451;01.09.2021;15,8
Tromsø Plu;SN90451;02.09.2021;11,3
Tromsø Plu;SN90451;03.09.2021;4,6
Tromsø Plu;SN90451;04.09.2021;9,4
Tromsø Plu;SN90451;05.09.2021;2,1
Tromsø Plu;SN90451;06.09.2021;0
Tromsø Plu;SN90451;07.09.2021;4,6
Tromsø Plu;SN90451;08.09.2021;9,8
Tromsø Plu;SN90451;09.09.2021;5,8
Tromsø Plu;SN90451;10.09.2021;4,4
Tromsø Plu;SN90451;11.09.2021;5,2
Tromsø Plu;SN90451;12.09.2021;0,1
Tromsø Plu;SN90451;13.09.2021;7,3
Tromsø Plu;SN90451;14.09.2021;5,1
Tromsø Plu;SN90451;15.09.2021;0
Tromsø Plu;SN90451;16.09.2021;0
Tromsø Plu;SN90451;17.09.2021;0
Tromsø Plu;SN90451;18.09.2021;0
Tromsø Plu;SN90451;19.09.2021;0
Tromsø Plu;SN90451;20.09.2021;0
Tromsø Plu;SN90451;21.09.2021;0
Tromsø Plu;SN90451;22.09.2021;0,8
Tromsø Plu;SN90451;23.09.2021;2
Tromsø Plu;SN90451;24.09.2021;0,2
Tromsø Plu;SN90451;25.09.2021;1,1
Tromsø Plu;SN90451;26.09.2021;0
Tromsø Plu;SN90451;27.09.2021;3,4
Tromsø Plu;SN90451;28.09.2021;0
Tromsø Plu;SN90451;29.09.2021;0
Tromsø Plu;SN90451;30.09.2021;0
Tromsø Plu;SN90451;01.10.2021;0
Tromsø Plu;SN90451;02.10.2021;0
Tromsø Plu;SN90451;03.10.2021;0
Tromsø Plu;SN90451;04.10.2021;0
Tromsø Plu;SN90451;05.10.2021;7
Tromsø Plu;SN90451;06.10.2021;5,8
Tromsø Plu;SN90451;07.10.2021;1,8
Tromsø Plu;SN90451;08.10.2021;2,9
Tromsø Plu;SN90451;09.10.2021;3,1
Tromsø Plu;SN90451;10.10.2021;6,2
Tromsø Plu;SN90451;11.10.2021;4,5
Tromsø Plu;SN90451;12.10.2021;4
Tromsø Plu;SN90451;13.10.2021;10
Tromsø Plu;SN90451;14.10.2021;0,8
Tromsø Plu;SN90451;15.10.2021;0,5
Tromsø Plu;SN90451;16.10.2021;0
Tromsø Plu;SN90451;17.10.2021;1,1
Tromsø Plu;SN90451;18.10.2021;5,4
