Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Nedbør (døgn);Middel av middelvind fra hovedobs. (døgn);Snødybde
Tromsø;SN90450;01.01.1950;-4,6;5,2;5,3;19
Tromsø;SN90450;02.01.1950;-10,4;0;8,4;19
Tromsø;SN90450;03.01.1950;-9,9;0;1,3;19
Tromsø;SN90450;04.01.1950;-11,3;0;0,5;19
Tromsø;SN90450;05.01.1950;-10,2;0;1,3;19
Tromsø;SN90450;06.01.1950;-10,4;0;1,3;19
Tromsø;SN90450;07.01.1950;-12,8;0;5,3;19
Tromsø;SN90450;08.01.1950;-11,3;0;3,9;19
Tromsø;SN90450;09.01.1950;-12,5;0;1,3;19
Tromsø;SN90450;10.01.1950;-6,8;0;3,3;19
Tromsø;SN90450;11.01.1950;-6,4;0;7,6;19
Tromsø;SN90450;12.01.1950;2,1;0,6;4,3;19
Tromsø;SN90450;13.01.1950;-0,2;2,3;0,5;14
Tromsø;SN90450;14.01.1950;-3,7;0;0,5;14
Tromsø;SN90450;15.01.1950;-7,2;0;4,5;14
Tromsø;SN90450;16.01.1950;-11,5;0;3,7;12
Tromsø;SN90450;17.01.1950;-10,1;0;2,5;10
Tromsø;SN90450;18.01.1950;-1,1;0;5,3;10
Tromsø;SN90450;19.01.1950;1,2;3,1;5,2;10
Tromsø;SN90450;20.01.1950;2,1;7,3;3,1;15
Tromsø;SN90450;21.01.1950;4,2;9,2;3,8;7
Tromsø;SN90450;22.01.1950;3,4;1,9;6;2
Tromsø;SN90450;23.01.1950;4,5;4,1;6,1;0
Tromsø;SN90450;24.01.1950;4,6;2;3,3;0
Tromsø;SN90450;25.01.1950;0,2;2,4;6;0
Tromsø;SN90450;26.01.1950;0,5;0,8;2;1
Tromsø;SN90450;27.01.1950;-2,9;0;1,3;1
Tromsø;SN90450;28.01.1950;1,4;0;3;1
Tromsø;SN90450;29.01.1950;1,4;0;4,3;1
Tromsø;SN90450;30.01.1950;-0,2;0;0,8;1
Tromsø;SN90450;31.01.1950;-3,6;0;0,8;1
Tromsø;SN90450;01.02.1950;-5,2;0;2,8;1
Tromsø;SN90450;02.02.1950;-2,6;0;2,4;1
Tromsø;SN90450;03.02.1950;-4,3;0;1,1;1
Tromsø;SN90450;04.02.1950;-4,1;0;3,6;1
Tromsø;SN90450;05.02.1950;3,7;2,4;6,1;1
Tromsø;SN90450;06.02.1950;0,1;0;1,3;0
Tromsø;SN90450;07.02.1950;-2,1;0;0,5;0
Tromsø;SN90450;08.02.1950;-1,4;0;1,9;0
Tromsø;SN90450;09.02.1950;-4;0;3;0
Tromsø;SN90450;10.02.1950;-4;0;2,4;0
Tromsø;SN90450;11.02.1950;-6,8;0;0,8;0
Tromsø;SN90450;12.02.1950;-7,8;0;1,9;0
Tromsø;SN90450;13.02.1950;-4,7;0,3;3,3;2
Tromsø;SN90450;14.02.1950;-3,2;2,4;3;2
Tromsø;SN90450;15.02.1950;-6,4;3,5;0,3;25
Tromsø;SN90450;16.02.1950;-10;4,9;0,3;26
Tromsø;SN90450;17.02.1950;-6,9;0;3,9;26
Tromsø;SN90450;18.02.1950;-4,6;0;6,8;24
Tromsø;SN90450;19.02.1950;-1,7;3,6;1,6;24
Tromsø;SN90450;20.02.1950;-0,7;0,9;3,6;24
Tromsø;SN90450;21.02.1950;-2,7;8,4;4,2;29
Tromsø;SN90450;22.02.1950;-2,1;0,2;6,1;24
Tromsø;SN90450;23.02.1950;-5,5;2,9;0,8;25
Tromsø;SN90450;24.02.1950;-3,3;0,7;2;25
Tromsø;SN90450;25.02.1950;-6,1;15,1;1,3;40
Tromsø;SN90450;26.02.1950;-5,6;0,3;1,9;40
Tromsø;SN90450;27.02.1950;-1,2;0;3,3;40
Tromsø;SN90450;28.02.1950;-0,5;4,6;3,7;42
Tromsø;SN90450;01.03.1950;1;0;3;42
Tromsø;SN90450;02.03.1950;-1,9;0;6,8;35
Tromsø;SN90450;03.03.1950;0,8;0;9,4;35
Tromsø;SN90450;04.03.1950;-1;2,8;2,2;40
Tromsø;SN90450;05.03.1950;-2,4;3,7;0,5;40
Tromsø;SN90450;06.03.1950;-1;0,5;6,1;40
Tromsø;SN90450;07.03.1950;-5,4;14,2;4,5;50
Tromsø;SN90450;08.03.1950;-3;2;1,1;60
Tromsø;SN90450;09.03.1950;-4,5;2,7;0,3;65
Tromsø;SN90450;10.03.1950;-6,4;0;0,5;65
Tromsø;SN90450;11.03.1950;-7,9;0,1;0,3;65
Tromsø;SN90450;12.03.1950;-5,7;1;1,9;66
Tromsø;SN90450;13.03.1950;-4,8;4,9;1,3;72
Tromsø;SN90450;14.03.1950;-4,9;0,1;2,2;73
Tromsø;SN90450;15.03.1950;-4,7;5,6;1,3;76
Tromsø;SN90450;16.03.1950;-3,2;3;1,1;77
Tromsø;SN90450;17.03.1950;-4,9;0;0,8;77
Tromsø;SN90450;18.03.1950;3,9;0,2;5,3;65
Tromsø;SN90450;19.03.1950;2;0;8,6;38
Tromsø;SN90450;20.03.1950;-2,2;4;0;40
Tromsø;SN90450;21.03.1950;-1,6;0,7;5,3;40
Tromsø;SN90450;22.03.1950;-1,1;6,3;1,6;53
Tromsø;SN90450;23.03.1950;0;0,6;7,6;50
Tromsø;SN90450;24.03.1950;2,9;0,3;3,7;45
Tromsø;SN90450;25.03.1950;4,2;2,2;5,9;40
Tromsø;SN90450;26.03.1950;4,5;0,3;6,7;30
Tromsø;SN90450;27.03.1950;-2,5;3,9;2,4;34
Tromsø;SN90450;28.03.1950;-2,3;9,8;5,1;35
Tromsø;SN90450;29.03.1950;-1;17;0,5;66
Tromsø;SN90450;30.03.1950;-1,3;24,3;0,5;90
Tromsø;SN90450;31.03.1950;-1,9;11,2;0,3;93
Tromsø;SN90450;01.04.1950;-1,7;0;0,3;93
Tromsø;SN90450;02.04.1950;-0,9;1,5;1,3;80
Tromsø;SN90450;03.04.1950;-1,2;0;1,3;72
Tromsø;SN90450;04.04.1950;-0,7;0;0,5;75
Tromsø;SN90450;05.04.1950;0,1;0;2;70
Tromsø;SN90450;06.04.1950;-1;0;3,3;70
Tromsø;SN90450;07.04.1950;-1,9;0;0,8;60
Tromsø;SN90450;08.04.1950;-0,3;0;5,9;60
Tromsø;SN90450;09.04.1950;4,1;0;7,6;60
Tromsø;SN90450;10.04.1950;4,8;0;7,6;59
Tromsø;SN90450;11.04.1950;5,3;0;3;45
Tromsø;SN90450;12.04.1950;4,7;0;2,5;40
Tromsø;SN90450;13.04.1950;4,9;0;3,7;37
Tromsø;SN90450;14.04.1950;5,2;0;3;35
Tromsø;SN90450;15.04.1950;2,6;0;1,9;35
Tromsø;SN90450;16.04.1950;2,7;0;4,7;31
Tromsø;SN90450;17.04.1950;5,6;1,9;0,5;28
Tromsø;SN90450;18.04.1950;4,7;0;0,5;20
Tromsø;SN90450;19.04.1950;2,5;0,2;1,3;25
Tromsø;SN90450;20.04.1950;2,1;12,9;4,5;25
Tromsø;SN90450;21.04.1950;4,5;0,2;8,6;25
Tromsø;SN90450;22.04.1950;5,2;2,8;2,4;15
Tromsø;SN90450;23.04.1950;3,7;0,2;1,1;13
Tromsø;SN90450;24.04.1950;2,6;3,6;0,8;10
Tromsø;SN90450;25.04.1950;2,9;0;2,5;8
Tromsø;SN90450;26.04.1950;4,3;0;1,3;5
Tromsø;SN90450;27.04.1950;4,9;0;2,8;5
Tromsø;SN90450;28.04.1950;1,9;1,8;0,5;2
Tromsø;SN90450;29.04.1950;5;1;6,1;2
Tromsø;SN90450;30.04.1950;6,2;2,3;1,3;0
Tromsø;SN90450;01.05.1950;2;2,7;2,5;0
Tromsø;SN90450;02.05.1950;3,3;1,7;0,8;0
Tromsø;SN90450;03.05.1950;7,7;0;0,5;0
Tromsø;SN90450;04.05.1950;2,3;0,1;2,4;0
Tromsø;SN90450;05.05.1950;4,9;0;2,4;0
Tromsø;SN90450;06.05.1950;4,4;0;1,9;0
Tromsø;SN90450;07.05.1950;5,1;0,3;0,5;0
Tromsø;SN90450;08.05.1950;6,3;0;1,1;0
Tromsø;SN90450;09.05.1950;5,7;0;4,3;0
Tromsø;SN90450;10.05.1950;4,1;0,1;3,7;0
Tromsø;SN90450;11.05.1950;5,2;11;1,1;0
Tromsø;SN90450;12.05.1950;5;13,3;1,1;0
Tromsø;SN90450;13.05.1950;2,6;8;3,8;0
Tromsø;SN90450;14.05.1950;-0,7;2,2;5,9;0
Tromsø;SN90450;15.05.1950;1;5,7;0,8;5
Tromsø;SN90450;16.05.1950;-1,2;3,6;1,3;3
Tromsø;SN90450;17.05.1950;0,4;0,4;1,3;0
Tromsø;SN90450;18.05.1950;2,5;0;3,7;0
Tromsø;SN90450;19.05.1950;3,4;0;1,9;0
Tromsø;SN90450;20.05.1950;3,7;0;1,9;0
Tromsø;SN90450;21.05.1950;2,3;1,2;2,4;0
Tromsø;SN90450;22.05.1950;4,7;1,6;0,8;0
Tromsø;SN90450;23.05.1950;1,5;1,2;4,3;0
Tromsø;SN90450;24.05.1950;0,9;10,2;1,7;7
Tromsø;SN90450;25.05.1950;2,9;7,4;0,8;5
Tromsø;SN90450;26.05.1950;1,3;0,4;3;1
Tromsø;SN90450;27.05.1950;2,9;0;1,3;0
Tromsø;SN90450;28.05.1950;5,5;0;2,5;0
Tromsø;SN90450;29.05.1950;7,4;0;1,3;0
Tromsø;SN90450;30.05.1950;4,9;0;5,1;0
Tromsø;SN90450;31.05.1950;2,9;0;2,5;0
Tromsø;SN90450;01.06.1950;1,7;4,2;3;0
Tromsø;SN90450;02.06.1950;2,7;0,8;1,3;0
Tromsø;SN90450;03.06.1950;3,6;0;1,9;0
Tromsø;SN90450;04.06.1950;5,4;14,1;2;0
Tromsø;SN90450;05.06.1950;7,4;0;2,9;0
Tromsø;SN90450;06.06.1950;7,3;2,5;3;0
Tromsø;SN90450;07.06.1950;7,4;3;2,5;0
Tromsø;SN90450;08.06.1950;4,5;15;3;0
Tromsø;SN90450;09.06.1950;1,9;4,7;2,4;0
Tromsø;SN90450;10.06.1950;2,7;2,7;1,3;0
Tromsø;SN90450;11.06.1950;3,7;0,6;1,9;0
Tromsø;SN90450;12.06.1950;6,9;0,1;1,9;0
Tromsø;SN90450;13.06.1950;9;0;2;0
Tromsø;SN90450;14.06.1950;11,8;0;0,8;0
Tromsø;SN90450;15.06.1950;16,4;0;1,3;0
Tromsø;SN90450;16.06.1950;16,1;0;2;0
Tromsø;SN90450;17.06.1950;14,2;0;2;0
Tromsø;SN90450;18.06.1950;15,1;0;1,9;0
Tromsø;SN90450;19.06.1950;14,9;1,5;1,3;0
Tromsø;SN90450;20.06.1950;17;0;0,8;0
Tromsø;SN90450;21.06.1950;13,2;0;1,1;0
Tromsø;SN90450;22.06.1950;12,5;0;0,5;0
Tromsø;SN90450;23.06.1950;9,5;16,5;2,5;0
Tromsø;SN90450;24.06.1950;16,8;0,1;1,1;0
Tromsø;SN90450;25.06.1950;13;0;2,2;0
Tromsø;SN90450;26.06.1950;11,1;0;2;0
Tromsø;SN90450;27.06.1950;17,2;0;0,5;0
Tromsø;SN90450;28.06.1950;14,7;1,2;2;0
Tromsø;SN90450;29.06.1950;17,3;0;0,3;0
Tromsø;SN90450;30.06.1950;18,5;0;1,3;0
Tromsø;SN90450;01.07.1950;16,2;0;2;0
Tromsø;SN90450;02.07.1950;13,9;0;0,8;0
Tromsø;SN90450;03.07.1950;8,8;12,4;2,4;0
Tromsø;SN90450;04.07.1950;8,9;2,4;0,8;0
Tromsø;SN90450;05.07.1950;8,7;0,2;0,5;0
Tromsø;SN90450;06.07.1950;9,2;0,1;0,8;0
Tromsø;SN90450;07.07.1950;9,1;0,4;0,8;0
Tromsø;SN90450;08.07.1950;7,8;0,1;1,9;0
Tromsø;SN90450;09.07.1950;8;0;2,4;0
Tromsø;SN90450;10.07.1950;8,9;0;3;0
Tromsø;SN90450;11.07.1950;10,1;0;3,3;0
Tromsø;SN90450;12.07.1950;13,9;0;0,8;0
Tromsø;SN90450;13.07.1950;15,9;0;0,8;0
Tromsø;SN90450;14.07.1950;13,9;0;1,9;0
Tromsø;SN90450;15.07.1950;11,3;0;1,3;0
Tromsø;SN90450;16.07.1950;11,6;0;2;0
Tromsø;SN90450;17.07.1950;12,9;0;2,5;0
Tromsø;SN90450;18.07.1950;13,3;0;2,5;0
Tromsø;SN90450;19.07.1950;9,6;0;0,5;0
Tromsø;SN90450;20.07.1950;9,8;0,3;1,3;0
Tromsø;SN90450;21.07.1950;11,6;0;0,8;0
Tromsø;SN90450;22.07.1950;15,1;4;2;0
Tromsø;SN90450;23.07.1950;17,9;0;0,5;0
Tromsø;SN90450;24.07.1950;18,5;0;0,5;0
Tromsø;SN90450;25.07.1950;18,4;0;2,5;0
Tromsø;SN90450;26.07.1950;18,6;0;1,1;0
Tromsø;SN90450;27.07.1950;13,9;0;0,8;0
Tromsø;SN90450;28.07.1950;11,6;1,4;1,3;0
Tromsø;SN90450;29.07.1950;9,3;0,7;0,8;0
Tromsø;SN90450;30.07.1950;9,2;0,8;2;0
Tromsø;SN90450;31.07.1950;9,5;0;0,8;0
Tromsø;SN90450;01.08.1950;11,4;0;1,9;0
Tromsø;SN90450;02.08.1950;12,2;0;1,3;0
Tromsø;SN90450;03.08.1950;11,4;0;0,8;0
Tromsø;SN90450;04.08.1950;16,2;0;0,5;0
Tromsø;SN90450;05.08.1950;15,4;0;0,8;0
Tromsø;SN90450;06.08.1950;14,2;6,9;0,3;0
Tromsø;SN90450;07.08.1950;15,9;0;0,8;0
Tromsø;SN90450;08.08.1950;17,9;0;0;0
Tromsø;SN90450;09.08.1950;18,8;0;1,1;0
Tromsø;SN90450;10.08.1950;19,6;0;0;0
Tromsø;SN90450;11.08.1950;15,2;0;0,8;0
Tromsø;SN90450;12.08.1950;15,8;1,1;3,7;0
Tromsø;SN90450;13.08.1950;15,6;1,9;1,9;0
Tromsø;SN90450;14.08.1950;15,5;0;3,7;0
Tromsø;SN90450;15.08.1950;13,7;0;0,5;0
Tromsø;SN90450;16.08.1950;16;0;1,1;0
Tromsø;SN90450;17.08.1950;19,1;0;1,6;0
Tromsø;SN90450;18.08.1950;17,6;0;1,1;0
Tromsø;SN90450;19.08.1950;15,1;0;0,5;0
Tromsø;SN90450;20.08.1950;9,6;0;2,5;0
Tromsø;SN90450;21.08.1950;8,3;0;1,6;0
Tromsø;SN90450;22.08.1950;8,9;1,3;2,5;0
Tromsø;SN90450;23.08.1950;8,9;0;1,6;0
Tromsø;SN90450;24.08.1950;8,7;0;2,2;0
Tromsø;SN90450;25.08.1950;10,2;0;1,1;0
Tromsø;SN90450;26.08.1950;11,5;0;0,5;0
Tromsø;SN90450;27.08.1950;12;6;0,5;0
Tromsø;SN90450;28.08.1950;13,7;0,1;0,3;0
Tromsø;SN90450;29.08.1950;12,3;0,1;2;0
Tromsø;SN90450;30.08.1950;11,8;21,1;0,8;0
Tromsø;SN90450;31.08.1950;8,1;1,6;2,4;0
Tromsø;SN90450;01.09.1950;7,3;1,1;1,3;0
Tromsø;SN90450;02.09.1950;9,7;0;0,8;0
Tromsø;SN90450;03.09.1950;12,9;0;1,3;0
Tromsø;SN90450;04.09.1950;13,1;0;2,5;0
Tromsø;SN90450;05.09.1950;12,6;0;4,3;0
Tromsø;SN90450;06.09.1950;12,2;0,3;3,9;0
Tromsø;SN90450;07.09.1950;10,3;0;4,8;0
Tromsø;SN90450;08.09.1950;10,8;0;3,7;0
Tromsø;SN90450;09.09.1950;7,9;0;3,7;0
Tromsø;SN90450;10.09.1950;7,7;0;0,3;0
Tromsø;SN90450;11.09.1950;8,6;0;0,8;0
Tromsø;SN90450;12.09.1950;7,5;0;1,3;0
Tromsø;SN90450;13.09.1950;8,1;1,3;0,8;0
Tromsø;SN90450;14.09.1950;8,5;0,1;1,1;0
Tromsø;SN90450;15.09.1950;8,6;1;2;0
Tromsø;SN90450;16.09.1950;11,2;1,6;1,3;0
Tromsø;SN90450;17.09.1950;9,1;0,1;0,5;0
Tromsø;SN90450;18.09.1950;9,7;1,6;0,8;0
Tromsø;SN90450;19.09.1950;11,8;0;0,8;0
Tromsø;SN90450;20.09.1950;8,8;0;0,3;0
Tromsø;SN90450;21.09.1950;8,6;4,5;0,8;0
Tromsø;SN90450;22.09.1950;7,7;20,6;0,5;0
Tromsø;SN90450;23.09.1950;7,1;0,8;0,8;0
Tromsø;SN90450;24.09.1950;5,8;0;0,5;0
Tromsø;SN90450;25.09.1950;5,2;0;0,3;0
Tromsø;SN90450;26.09.1950;6,7;0,2;1,3;0
Tromsø;SN90450;27.09.1950;6,7;0;1,9;0
Tromsø;SN90450;28.09.1950;5,4;0;0,8;0
Tromsø;SN90450;29.09.1950;4,2;0;0;0
Tromsø;SN90450;30.09.1950;4,2;5,1;0,3;0
Tromsø;SN90450;01.10.1950;5,7;0,4;2,2;0
Tromsø;SN90450;02.10.1950;7;0;1,3;0
Tromsø;SN90450;03.10.1950;9,4;1,7;3,7;0
Tromsø;SN90450;04.10.1950;7,6;0,7;4,5;0
Tromsø;SN90450;05.10.1950;6,3;1,3;3;0
Tromsø;SN90450;06.10.1950;11,2;0,5;6,7;0
Tromsø;SN90450;07.10.1950;10,1;0,2;4,5;0
Tromsø;SN90450;08.10.1950;8,7;9,3;5,6;0
Tromsø;SN90450;09.10.1950;8,4;1,8;2,9;0
Tromsø;SN90450;10.10.1950;6,2;5,3;2,5;0
Tromsø;SN90450;11.10.1950;6,2;3,2;2;0
Tromsø;SN90450;12.10.1950;2;10,6;2,5;0
Tromsø;SN90450;13.10.1950;1,4;0,5;0,8;0
Tromsø;SN90450;14.10.1950;1,6;0;4,7;0
Tromsø;SN90450;15.10.1950;4,8;0;4,2;0
Tromsø;SN90450;16.10.1950;6,7;0;3,1;0
Tromsø;SN90450;17.10.1950;6,6;0;2,8;0
Tromsø;SN90450;18.10.1950;7,9;0,2;3;0
Tromsø;SN90450;19.10.1950;5,7;0,4;2,2;0
Tromsø;SN90450;20.10.1950;4,9;1;2;0
Tromsø;SN90450;21.10.1950;2,1;5,3;0,8;0
Tromsø;SN90450;22.10.1950;0,5;18,1;0,8;6
Tromsø;SN90450;23.10.1950;0,7;10,2;0,5;15
Tromsø;SN90450;24.10.1950;2,5;1;5,3;15
Tromsø;SN90450;25.10.1950;6,1;0,2;4,3;0
Tromsø;SN90450;26.10.1950;7,1;0,5;3,7;0
Tromsø;SN90450;27.10.1950;6,5;0,2;1,6;0
Tromsø;SN90450;28.10.1950;4,1;2,3;0,3;0
Tromsø;SN90450;29.10.1950;2,8;0;3,7;0
Tromsø;SN90450;30.10.1950;2,1;0;3,7;0
Tromsø;SN90450;31.10.1950;4,1;0,1;2,4;0
Tromsø;SN90450;01.11.1950;3,8;0;3,7;0
Tromsø;SN90450;02.11.1950;2,9;6,8;1,1;0
Tromsø;SN90450;03.11.1950;1,5;0,6;3,1;0
Tromsø;SN90450;04.11.1950;2,1;0;5,1;0
Tromsø;SN90450;05.11.1950;3,5;1,6;4,5;0
Tromsø;SN90450;06.11.1950;1,2;0,1;0,8;0
Tromsø;SN90450;07.11.1950;-0,6;0;1,1;0
Tromsø;SN90450;08.11.1950;-2,8;0;7,6;0
Tromsø;SN90450;09.11.1950;-0,2;0;13,4;0
Tromsø;SN90450;10.11.1950;-1,2;0;5,1;0
Tromsø;SN90450;11.11.1950;-1,4;0;0,5;0
Tromsø;SN90450;12.11.1950;2,1;0;5,3;0
Tromsø;SN90450;13.11.1950;3,5;0;7,6;0
Tromsø;SN90450;14.11.1950;1,4;0;1,9;0
Tromsø;SN90450;15.11.1950;2,2;0;0,5;0
Tromsø;SN90450;16.11.1950;1,1;0;3,3;0
Tromsø;SN90450;17.11.1950;-0,5;0;0,8;0
Tromsø;SN90450;18.11.1950;1,7;2,2;4,3;1
Tromsø;SN90450;19.11.1950;0,1;0;4,5;1
Tromsø;SN90450;20.11.1950;1,7;0;3,7;1
Tromsø;SN90450;21.11.1950;-0,7;0;1,1;1
Tromsø;SN90450;22.11.1950;0;0;5,1;0
Tromsø;SN90450;23.11.1950;-1,8;0;2,2;0
Tromsø;SN90450;24.11.1950;-2;0;0,3;0
Tromsø;SN90450;25.11.1950;-1,6;9,3;0,3;15
Tromsø;SN90450;26.11.1950;-0,9;1;4,5;20
Tromsø;SN90450;27.11.1950;-0,5;7,6;2;20
Tromsø;SN90450;28.11.1950;-4,1;0;1,3;18
Tromsø;SN90450;29.11.1950;-3;4,5;2,5;24
Tromsø;SN90450;30.11.1950;-6,4;0,7;0,8;24
Tromsø;SN90450;01.12.1950;-4,9;0;5,1;22
Tromsø;SN90450;02.12.1950;-3,9;0;3;15
Tromsø;SN90450;03.12.1950;-3,9;0;1,3;15
Tromsø;SN90450;04.12.1950;-3,6;0;2,9;13
Tromsø;SN90450;05.12.1950;-4,7;0;5,1;10
Tromsø;SN90450;06.12.1950;-6,8;0;0,5;10
Tromsø;SN90450;07.12.1950;-5,3;1,6;1,1;15
Tromsø;SN90450;08.12.1950;-4,3;2;5,9;15
Tromsø;SN90450;09.12.1950;-2,1;0,1;1,3;14
Tromsø;SN90450;10.12.1950;1,6;3,5;5,3;20
Tromsø;SN90450;11.12.1950;2,7;0,3;7,6;20
Tromsø;SN90450;12.12.1950;3,1;0;5,3;15
Tromsø;SN90450;13.12.1950;-1,2;8,2;0,3;20
Tromsø;SN90450;14.12.1950;-3;6,3;0,8;30
Tromsø;SN90450;15.12.1950;-4,6;0;2;29
Tromsø;SN90450;16.12.1950;-1,4;0;0,8;20
Tromsø;SN90450;17.12.1950;-1,8;0;0,5;20
Tromsø;SN90450;18.12.1950;0,2;0;0,5;20
Tromsø;SN90450;19.12.1950;1,4;0;1,9;20
Tromsø;SN90450;20.12.1950;2,1;1,3;5,9;20
Tromsø;SN90450;21.12.1950;2,8;2,8;3,7;14
Tromsø;SN90450;22.12.1950;2,1;0;1,3;10
Tromsø;SN90450;23.12.1950;2;1,2;1,7;8
Tromsø;SN90450;24.12.1950;0,9;8,9;4,3;5
Tromsø;SN90450;25.12.1950;-3,8;9,9;2,8;20
Tromsø;SN90450;26.12.1950;-5,7;2,9;3;21
Tromsø;SN90450;27.12.1950;-4,9;0,5;3,7;25
Tromsø;SN90450;28.12.1950;-9,4;0,9;0,5;25
Tromsø;SN90450;29.12.1950;-9,5;0;1,3;24
Tromsø;SN90450;30.12.1950;-6,3;0,1;5,1;24
Tromsø;SN90450;31.12.1950;-5,1;0,2;4,5;24
Tromsø;SN90450;01.01.1951;-6,9;1,6;2,6;23
Tromsø;SN90450;02.01.1951;-7,1;0;5,3;23
Tromsø;SN90450;03.01.1951;-8,7;0;8,1;20
Tromsø;SN90450;04.01.1951;-9,4;0;0,7;20
Tromsø;SN90450;05.01.1951;-6,6;0;0,3;20
Tromsø;SN90450;06.01.1951;-3,4;0;2,6;20
Tromsø;SN90450;07.01.1951;-5,3;3;0,7;25
Tromsø;SN90450;08.01.1951;-7,9;1,8;0,9;30
Tromsø;SN90450;09.01.1951;-7;5,1;0,7;35
Tromsø;SN90450;10.01.1951;-5,6;0;3,4;34
Tromsø;SN90450;11.01.1951;-9,4;0,3;1;32
Tromsø;SN90450;12.01.1951;-10,2;0;1,5;32
Tromsø;SN90450;13.01.1951;-7,8;0;4,8;30
Tromsø;SN90450;14.01.1951;-6,1;0,2;0,9;30
Tromsø;SN90450;15.01.1951;-6,9;0;0,7;29
Tromsø;SN90450;16.01.1951;-6;0;2,7;28
Tromsø;SN90450;17.01.1951;-4,8;0;2,7;28
Tromsø;SN90450;18.01.1951;-3,1;0;11,5;28
Tromsø;SN90450;19.01.1951;-3,8;0;4,1;25
Tromsø;SN90450;20.01.1951;-5,7;3,2;9,6;35
Tromsø;SN90450;21.01.1951;-11,5;9,3;3,3;55
Tromsø;SN90450;22.01.1951;-10,5;2,1;2,2;55
Tromsø;SN90450;23.01.1951;-8;0;5,8;54
Tromsø;SN90450;24.01.1951;2,3;0,1;7,7;48
Tromsø;SN90450;25.01.1951;4,3;5,4;6;34
Tromsø;SN90450;26.01.1951;2,5;0;4,1;28
Tromsø;SN90450;27.01.1951;-4,8;0;3,3;28
Tromsø;SN90450;28.01.1951;-4,8;0;2,7;27
Tromsø;SN90450;29.01.1951;-3;0;6;27
Tromsø;SN90450;30.01.1951;1,7;4,1;4,6;34
Tromsø;SN90450;31.01.1951;-0,1;9,9;2,7;28
Tromsø;SN90450;01.02.1951;-2,5;0;2,2;28
Tromsø;SN90450;02.02.1951;2,4;0;7,7;27
Tromsø;SN90450;03.02.1951;3,8;0;3,4;25
Tromsø;SN90450;04.02.1951;-1,2;0,2;7;23
Tromsø;SN90450;05.02.1951;-5;0;2,7;22
Tromsø;SN90450;06.02.1951;-6,3;0;0,7;21
Tromsø;SN90450;07.02.1951;-3,9;0;1;21
Tromsø;SN90450;08.02.1951;-1,9;0;1,9;21
Tromsø;SN90450;09.02.1951;-3,8;0;4,8;21
Tromsø;SN90450;10.02.1951;-2,1;0;5,3;21
Tromsø;SN90450;11.02.1951;0,1;2,5;3,4;25
Tromsø;SN90450;12.02.1951;-0,9;0,5;0,3;25
Tromsø;SN90450;13.02.1951;-4,8;0,1;3,1;25
Tromsø;SN90450;14.02.1951;-5,7;0;4,5;25
Tromsø;SN90450;15.02.1951;-6,2;0;6;25
Tromsø;SN90450;16.02.1951;0,4;0,2;5,3;25
Tromsø;SN90450;17.02.1951;-2;1,4;0,7;26
Tromsø;SN90450;18.02.1951;-7,6;0;4,6;26
Tromsø;SN90450;19.02.1951;-4,5;0;6;26
Tromsø;SN90450;20.02.1951;-5,2;0;4,8;26
Tromsø;SN90450;21.02.1951;-4,4;0;2,6;26
Tromsø;SN90450;22.02.1951;-2,6;0;2,4;26
Tromsø;SN90450;23.02.1951;-2,5;0;2,6;26
Tromsø;SN90450;24.02.1951;-6,1;0;6;26
Tromsø;SN90450;25.02.1951;-7,3;0;3,1;26
Tromsø;SN90450;26.02.1951;-1,1;0;7,7;26
Tromsø;SN90450;27.02.1951;-0,4;2,3;7;27
Tromsø;SN90450;28.02.1951;0,3;0;10,6;27
Tromsø;SN90450;01.03.1951;1,5;2,8;7;30
Tromsø;SN90450;02.03.1951;4,3;0;8,8;26
Tromsø;SN90450;03.03.1951;0,9;4,6;8,2;20
Tromsø;SN90450;04.03.1951;-2,2;31,6;0,3;30
Tromsø;SN90450;05.03.1951;-2,3;3,7;3,3;35
Tromsø;SN90450;06.03.1951;-4,1;0;0;35
Tromsø;SN90450;07.03.1951;-3,5;0;0,3;33
Tromsø;SN90450;08.03.1951;-4;0,8;0,7;34
Tromsø;SN90450;09.03.1951;-5,3;0,1;1,5;34
Tromsø;SN90450;10.03.1951;-4,8;5,7;1;40
Tromsø;SN90450;11.03.1951;-4,6;6;3,1;42
Tromsø;SN90450;12.03.1951;-5,6;2,9;1;45
Tromsø;SN90450;13.03.1951;-6,6;0;2,2;42
Tromsø;SN90450;14.03.1951;-5,8;0,1;1,5;40
Tromsø;SN90450;15.03.1951;-7,1;1,7;1,5;40
Tromsø;SN90450;16.03.1951;-6,6;2,6;1;45
Tromsø;SN90450;17.03.1951;-6,3;1,2;3,3;45
Tromsø;SN90450;18.03.1951;-4,3;0,1;6,3;43
Tromsø;SN90450;19.03.1951;-4,2;0,1;2,7;40
Tromsø;SN90450;20.03.1951;-5,5;0,8;4,6;40
Tromsø;SN90450;21.03.1951;-6,1;0;3,3;40
Tromsø;SN90450;22.03.1951;-5,8;0;1,7;40
Tromsø;SN90450;23.03.1951;-2,9;5;1;50
Tromsø;SN90450;24.03.1951;-2,3;0;2,7;50
Tromsø;SN90450;25.03.1951;-1,5;1;3,9;51
Tromsø;SN90450;26.03.1951;-1,4;0;2,4;45
Tromsø;SN90450;27.03.1951;-3;0;3,3;44
