Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Nedbør (døgn);Middel av middelvind fra hovedobs. (døgn);Snødybde
Tromsø;SN90450;18.05.1985;2,5;1,2;4,3;47
Tromsø;SN90450;19.05.1985;3,4;3,2;2,9;40
Tromsø;SN90450;20.05.1985;0,8;8;4,3;38
Tromsø;SN90450;21.05.1985;1,1;0;2,7;38
Tromsø;SN90450;22.05.1985;2,2;0;3,4;34
Tromsø;SN90450;23.05.1985;2,1;0;3,9;28
Tromsø;SN90450;24.05.1985;2,1;0;2,8;21
Tromsø;SN90450;25.05.1985;3,3;0;2,7;15
Tromsø;SN90450;26.05.1985;3,3;0;1,9;6
Tromsø;SN90450;27.05.1985;3,2;4,8;3,6;3
Tromsø;SN90450;28.05.1985;5,4;0,2;2,1;0
Tromsø;SN90450;29.05.1985;6,7;0;1,7;0
Tromsø;SN90450;30.05.1985;8,2;11,4;0,7;0
Tromsø;SN90450;31.05.1985;6,3;0,5;6,2;0
Tromsø;SN90450;01.06.1985;4,3;0,4;3,8;0
Tromsø;SN90450;02.06.1985;3,7;19,3;4,8;0
Tromsø;SN90450;03.06.1985;3;0,6;2,1;0
Tromsø;SN90450;04.06.1985;4;0;2,9;0
Tromsø;SN90450;05.06.1985;2,1;1,3;4,1;0
Tromsø;SN90450;06.06.1985;3,1;0;1;0
Tromsø;SN90450;07.06.1985;4,2;0;2,4;0
Tromsø;SN90450;08.06.1985;4,6;0;2,6;0
Tromsø;SN90450;09.06.1985;7,6;0;2;0
Tromsø;SN90450;10.06.1985;11,8;0;1,9;0
Tromsø;SN90450;11.06.1985;12,9;0;3,4;0
Tromsø;SN90450;12.06.1985;10,6;0;3,1;0
Tromsø;SN90450;13.06.1985;12,7;0;1,5;0
Tromsø;SN90450;14.06.1985;14,4;0;4,3;0
Tromsø;SN90450;15.06.1985;7,1;0;3,4;0
Tromsø;SN90450;16.06.1985;7,4;0,7;3,4;0
Tromsø;SN90450;17.06.1985;7,6;3,3;1,4;0
Tromsø;SN90450;18.06.1985;8,1;0,1;3,6;0
Tromsø;SN90450;19.06.1985;11,3;0;3,1;0
Tromsø;SN90450;20.06.1985;14,5;0;2,7;0
Tromsø;SN90450;21.06.1985;14,2;0;1,9;0
Tromsø;SN90450;22.06.1985;15,6;0;1,2;0
Tromsø;SN90450;23.06.1985;8,2;0,7;2,9;0
Tromsø;SN90450;24.06.1985;7,5;0;3,1;0
Tromsø;SN90450;25.06.1985;9,1;0;4,3;0
Tromsø;SN90450;26.06.1985;10,2;0;3,8;0
Tromsø;SN90450;27.06.1985;8,8;0;5,7;0
Tromsø;SN90450;28.06.1985;9,8;0;6,3;0
Tromsø;SN90450;29.06.1985;10,7;0;4,3;0
Tromsø;SN90450;30.06.1985;9;0;7,4;0
Tromsø;SN90450;01.07.1985;10,5;0;4,5;0
Tromsø;SN90450;02.07.1985;12,7;0;2,6;0
Tromsø;SN90450;03.07.1985;14,7;0;0,8;0
Tromsø;SN90450;04.07.1985;9,9;1,4;1,4;0
Tromsø;SN90450;05.07.1985;10,2;6;2,6;0
Tromsø;SN90450;06.07.1985;12;0;0,8;0
Tromsø;SN90450;07.07.1985;16,7;0;2,1;0
Tromsø;SN90450;08.07.1985;16,7;0;2,8;0
Tromsø;SN90450;09.07.1985;14,9;0;2,2;0
Tromsø;SN90450;10.07.1985;16,7;0;1,2;0
Tromsø;SN90450;11.07.1985;13,4;0;1;0
Tromsø;SN90450;12.07.1985;14,7;0;1,7;0
Tromsø;SN90450;13.07.1985;20,1;0;3,6;0
Tromsø;SN90450;14.07.1985;10,7;0,1;2,6;0
Tromsø;SN90450;15.07.1985;13,8;9;0;0
Tromsø;SN90450;16.07.1985;10,5;2,8;3,1;0
Tromsø;SN90450;17.07.1985;9,5;14,5;2,8;0
Tromsø;SN90450;18.07.1985;14,3;1,2;1,2;0
Tromsø;SN90450;19.07.1985;17,8;0;3,9;0
Tromsø;SN90450;20.07.1985;18,7;0;1,5;0
Tromsø;SN90450;21.07.1985;13,4;0,5;3,1;0
Tromsø;SN90450;22.07.1985;13,9;2,2;2,1;0
Tromsø;SN90450;23.07.1985;15,1;0,5;3,6;0
Tromsø;SN90450;24.07.1985;15,6;0,2;2,2;0
Tromsø;SN90450;25.07.1985;16,6;0;1,4;0
Tromsø;SN90450;26.07.1985;13,7;0;2,2;0
Tromsø;SN90450;27.07.1985;11,6;8,5;1,9;0
Tromsø;SN90450;28.07.1985;14,1;1,7;1,9;0
Tromsø;SN90450;29.07.1985;15,3;0;1,6;0
Tromsø;SN90450;30.07.1985;16,7;0;1,4;0
Tromsø;SN90450;31.07.1985;17,9;0;2,6;0
Tromsø;SN90450;01.08.1985;16,2;0;2,6;0
Tromsø;SN90450;02.08.1985;14,7;0;0,9;0
Tromsø;SN90450;03.08.1985;14,9;1;1,7;0
Tromsø;SN90450;04.08.1985;15,7;0;0,9;0
Tromsø;SN90450;05.08.1985;14,2;0;1,4;0
Tromsø;SN90450;06.08.1985;12,8;0,6;2;0
Tromsø;SN90450;07.08.1985;12,2;0;1,3;0
Tromsø;SN90450;08.08.1985;14,7;0;1,3;0
Tromsø;SN90450;09.08.1985;14,5;0;1,2;0
Tromsø;SN90450;10.08.1985;15,8;3,5;1,7;0
Tromsø;SN90450;11.08.1985;18,8;0;4,3;0
Tromsø;SN90450;12.08.1985;17,7;1,2;2,9;0
Tromsø;SN90450;13.08.1985;12,9;0;5,3;0
Tromsø;SN90450;14.08.1985;11,3;24,1;5,7;0
Tromsø;SN90450;15.08.1985;8,3;23,7;3,6;0
Tromsø;SN90450;16.08.1985;8,9;12,7;1,2;0
Tromsø;SN90450;17.08.1985;10,4;0,4;3,9;0
Tromsø;SN90450;18.08.1985;6,8;14,2;4,4;0
Tromsø;SN90450;19.08.1985;6,7;6,5;1,9;0
Tromsø;SN90450;20.08.1985;7,2;0,4;4,1;0
Tromsø;SN90450;21.08.1985;9,2;0;1;0
Tromsø;SN90450;22.08.1985;10,8;0;1,4;0
Tromsø;SN90450;23.08.1985;11,9;0,7;1,4;0
Tromsø;SN90450;24.08.1985;11,1;3,1;1;0
Tromsø;SN90450;25.08.1985;11,4;12,5;0,7;0
Tromsø;SN90450;26.08.1985;11;0,7;0,3;0
Tromsø;SN90450;27.08.1985;10,4;20,5;2;0
Tromsø;SN90450;28.08.1985;10,9;0,1;2,4;0
Tromsø;SN90450;29.08.1985;12,5;0,2;4,5;0
Tromsø;SN90450;30.08.1985;8,3;7,4;3,1;0
Tromsø;SN90450;31.08.1985;8,4;13,4;2,1;0
Tromsø;SN90450;01.09.1985;8,4;0,2;3,6;0
Tromsø;SN90450;02.09.1985;7,6;3,6;0,8;0
Tromsø;SN90450;03.09.1985;7;0;3,1;0
Tromsø;SN90450;04.09.1985;6;1,9;1,4;0
Tromsø;SN90450;05.09.1985;7,8;0,8;3,3;0
Tromsø;SN90450;06.09.1985;6,7;5,9;6,2;0
Tromsø;SN90450;07.09.1985;7,7;0,6;2,6;0
Tromsø;SN90450;08.09.1985;11,9;0,7;2,6;0
Tromsø;SN90450;09.09.1985;8,9;0,3;0,7;0
Tromsø;SN90450;10.09.1985;6,8;6,2;4,5;0
Tromsø;SN90450;11.09.1985;7,7;3,1;0,8;0
Tromsø;SN90450;12.09.1985;6,9;1,6;1,4;0
Tromsø;SN90450;13.09.1985;8,3;0,3;2,8;0
Tromsø;SN90450;14.09.1985;11;1,9;4,3;0
Tromsø;SN90450;15.09.1985;9,3;0,6;2,2;0
Tromsø;SN90450;16.09.1985;8,4;3,3;0,3;0
Tromsø;SN90450;17.09.1985;7;8,3;3,1;0
Tromsø;SN90450;18.09.1985;4,8;5,2;3,9;0
Tromsø;SN90450;19.09.1985;5,5;1,3;4,8;0
Tromsø;SN90450;20.09.1985;5;0;3,4;0
Tromsø;SN90450;21.09.1985;5,3;3,6;5;0
Tromsø;SN90450;22.09.1985;3,9;15,8;3,1;0
Tromsø;SN90450;23.09.1985;3,8;13,3;3,3;0
Tromsø;SN90450;24.09.1985;2,3;8,4;1,9;0
Tromsø;SN90450;25.09.1985;3,8;10,2;4,3;0
Tromsø;SN90450;26.09.1985;2,1;10,9;1,7;0
Tromsø;SN90450;27.09.1985;5,3;5,3;4,6;0
Tromsø;SN90450;28.09.1985;2,4;5,8;6,7;0
Tromsø;SN90450;29.09.1985;1,6;18,5;2,6;0
Tromsø;SN90450;30.09.1985;1,2;0,1;2,2;0
Tromsø;SN90450;01.10.1985;7;6,2;6,7;0
Tromsø;SN90450;02.10.1985;3;10,5;8,2;0
Tromsø;SN90450;03.10.1985;2,4;5;1;0
Tromsø;SN90450;04.10.1985;3,6;0,1;2,2;0
Tromsø;SN90450;05.10.1985;8,6;9,1;2,1;0
Tromsø;SN90450;06.10.1985;7,9;0,4;4,8;0
Tromsø;SN90450;07.10.1985;8,3;3;4,8;0
Tromsø;SN90450;08.10.1985;7,8;6,4;6,3;0
Tromsø;SN90450;09.10.1985;6,8;3,3;3,2;0
Tromsø;SN90450;10.10.1985;8,3;0;4,8;0
Tromsø;SN90450;11.10.1985;3,3;7,1;2,9;0
Tromsø;SN90450;12.10.1985;2,3;2,7;5,1;0
Tromsø;SN90450;13.10.1985;4,5;0;9,6;0
Tromsø;SN90450;14.10.1985;3,9;19,4;4,1;0
Tromsø;SN90450;15.10.1985;6;4,8;7,9;0
Tromsø;SN90450;16.10.1985;-1,3;30,8;10,1;5
Tromsø;SN90450;17.10.1985;0,4;12,6;1,9;15
Tromsø;SN90450;18.10.1985;0,9;1,5;1,2;15
Tromsø;SN90450;19.10.1985;3,1;17,9;6,1;10
Tromsø;SN90450;20.10.1985;3,3;7,5;2,7;0
Tromsø;SN90450;21.10.1985;2,3;16;3,1;0
Tromsø;SN90450;22.10.1985;3,4;16,9;4,6;0
Tromsø;SN90450;23.10.1985;7,2;37,7;6,9;0
Tromsø;SN90450;24.10.1985;4,5;26,7;3,2;0
Tromsø;SN90450;25.10.1985;4;9,8;9,8;0
Tromsø;SN90450;26.10.1985;0,8;27,3;4,5;2
Tromsø;SN90450;27.10.1985;-1,9;17,8;2,4;23
Tromsø;SN90450;28.10.1985;-3,8;7,1;0;30
Tromsø;SN90450;29.10.1985;-1,4;2,8;5;30
Tromsø;SN90450;30.10.1985;-1,2;3,4;5,1;25
Tromsø;SN90450;31.10.1985;-4,9;0,8;4,8;20
Tromsø;SN90450;01.11.1985;-3,3;0;5,2;20
Tromsø;SN90450;02.11.1985;-3,5;0;2,8;18
Tromsø;SN90450;03.11.1985;-3,8;0;0,7;18
Tromsø;SN90450;04.11.1985;-3,3;0;4,3;17
Tromsø;SN90450;05.11.1985;-2,3;0;4;17
Tromsø;SN90450;06.11.1985;-1,1;0;1,2;16
Tromsø;SN90450;07.11.1985;3,8;0,3;3,9;16
Tromsø;SN90450;08.11.1985;1,7;0,5;3,4;17
Tromsø;SN90450;09.11.1985;-2,3;10,3;1,5;22
Tromsø;SN90450;10.11.1985;-0,9;0,5;5;20
Tromsø;SN90450;11.11.1985;-0,5;0,9;1,9;21
Tromsø;SN90450;12.11.1985;-1,1;5,9;3,1;27
Tromsø;SN90450;13.11.1985;-0,2;0,5;2,9;29
Tromsø;SN90450;14.11.1985;-0,2;0;4,6;25
Tromsø;SN90450;15.11.1985;-0,2;0;3,9;23
Tromsø;SN90450;16.11.1985;-1,6;0;1;23
Tromsø;SN90450;17.11.1985;-1,2;0;4,5;23
Tromsø;SN90450;18.11.1985;2,8;0;7,2;23
Tromsø;SN90450;19.11.1985;5;3;9,3;18
Tromsø;SN90450;20.11.1985;2,4;14,1;8,7;0
Tromsø;SN90450;21.11.1985;0,9;5,4;5;3
Tromsø;SN90450;22.11.1985;4;9;3,4;0
Tromsø;SN90450;23.11.1985;1,2;3;4,4;0
Tromsø;SN90450;24.11.1985;-0,1;2,7;2,9;2
Tromsø;SN90450;25.11.1985;-5,9;0;1,9;2
Tromsø;SN90450;26.11.1985;-8,8;0;1,7;2
Tromsø;SN90450;27.11.1985;-5,5;0,1;2,4;3
Tromsø;SN90450;28.11.1985;-6,8;5,8;3,2;13
Tromsø;SN90450;29.11.1985;-7,4;0;0;12
Tromsø;SN90450;30.11.1985;-9,4;0;1,7;10
Tromsø;SN90450;01.12.1985;-8,9;0;1,9;8
Tromsø;SN90450;02.12.1985;-10,4;0,1;0,7;8
Tromsø;SN90450;03.12.1985;-7,1;0;1,4;8
Tromsø;SN90450;04.12.1985;-8;0;1,2;7
Tromsø;SN90450;05.12.1985;-7,8;0;5;7
Tromsø;SN90450;06.12.1985;-5,3;1,1;4,4;8
Tromsø;SN90450;07.12.1985;-5,1;13;0,7;27
Tromsø;SN90450;08.12.1985;-3,5;3,4;3,8;31
Tromsø;SN90450;09.12.1985;-3,7;9;3,4;37
Tromsø;SN90450;10.12.1985;-3,9;6,8;3,4;41
Tromsø;SN90450;11.12.1985;-3,4;3,9;5,1;40
Tromsø;SN90450;12.12.1985;3,6;0,6;7,2;35
Tromsø;SN90450;13.12.1985;1,8;10,1;3,4;17
Tromsø;SN90450;14.12.1985;-0,2;5,4;2,8;20
Tromsø;SN90450;15.12.1985;-1,7;6,9;1;40
Tromsø;SN90450;16.12.1985;-6,4;4,7;2,4;40
Tromsø;SN90450;17.12.1985;-5;0,2;2,6;40
Tromsø;SN90450;18.12.1985;-6,3;0,4;3,1;41
Tromsø;SN90450;19.12.1985;-6,1;0;3,4;40
Tromsø;SN90450;20.12.1985;-4,8;7,9;4,3;46
Tromsø;SN90450;21.12.1985;-9,3;1,6;3,4;47
Tromsø;SN90450;22.12.1985;-9,9;0;4,5;43
Tromsø;SN90450;23.12.1985;-4,5;2,9;3,3;45
Tromsø;SN90450;24.12.1985;-5,9;6,6;5,7;53
Tromsø;SN90450;25.12.1985;-9,4;2,1;2,2;53
Tromsø;SN90450;26.12.1985;-10,5;0;2,2;53
Tromsø;SN90450;27.12.1985;-9,9;5,6;4,3;59
Tromsø;SN90450;28.12.1985;-6,3;6,4;10,6;59
Tromsø;SN90450;29.12.1985;-4,1;2,5;6,5;50
Tromsø;SN90450;30.12.1985;-11,4;1,1;0,5;50
Tromsø;SN90450;31.12.1985;-4,6;0,8;2,9;53
Tromsø;SN90450;01.01.1986;-5,3;7,5;2;65
Tromsø;SN90450;02.01.1986;-7,8;0;0,7;60
Tromsø;SN90450;03.01.1986;-4,7;0;6,5;59
Tromsø;SN90450;04.01.1986;-2,6;1,9;5,2;59
Tromsø;SN90450;05.01.1986;-2;10,7;4,5;72
Tromsø;SN90450;06.01.1986;-4,2;4,2;1;74
Tromsø;SN90450;07.01.1986;-4,8;0,3;5,8;74
Tromsø;SN90450;08.01.1986;-2,1;3,8;2,6;73
Tromsø;SN90450;09.01.1986;-0,5;3,6;5,1;76
Tromsø;SN90450;10.01.1986;-4,2;5,7;1,4;75
Tromsø;SN90450;11.01.1986;-6,9;0;4,1;73
Tromsø;SN90450;12.01.1986;-7,6;0;3,6;73
Tromsø;SN90450;13.01.1986;-6,3;1,6;1,7;74
Tromsø;SN90450;14.01.1986;-5,6;0,3;4,3;70
Tromsø;SN90450;15.01.1986;-5,8;2,9;2,6;76
Tromsø;SN90450;16.01.1986;-8,1;0,4;0,3;75
Tromsø;SN90450;17.01.1986;-9,3;0;2;74
Tromsø;SN90450;18.01.1986;-12;0;0,7;74
Tromsø;SN90450;19.01.1986;-13,5;0;0;69
Tromsø;SN90450;20.01.1986;-12,8;0,3;1,6;69
Tromsø;SN90450;21.01.1986;-13,5;0;1,2;69
Tromsø;SN90450;22.01.1986;-12,7;0;2,1;69
Tromsø;SN90450;23.01.1986;-15,3;0;5,1;70
Tromsø;SN90450;24.01.1986;-6,4;1,5;2,1;67
Tromsø;SN90450;25.01.1986;-5,3;0,9;3,8;73
Tromsø;SN90450;26.01.1986;-1,5;0,4;6,5;73
Tromsø;SN90450;27.01.1986;-1,1;0;9,3;70
Tromsø;SN90450;28.01.1986;0;0;6,3;65
Tromsø;SN90450;29.01.1986;-3,2;0;1,4;65
Tromsø;SN90450;30.01.1986;-3,2;0;6,3;63
Tromsø;SN90450;31.01.1986;-2,5;0;5,3;63
Tromsø;SN90450;01.02.1986;-5,4;0;4,8;63
Tromsø;SN90450;02.02.1986;-6,5;0;3,6;63
Tromsø;SN90450;03.02.1986;-3,7;0;5;63
Tromsø;SN90450;04.02.1986;-1,3;1,1;1,6;63
Tromsø;SN90450;05.02.1986;-1,2;0,2;5,7;63
Tromsø;SN90450;06.02.1986;-0,4;2,2;3,9;61
Tromsø;SN90450;07.02.1986;-0,2;5,2;2,6;67
Tromsø;SN90450;08.02.1986;-9,1;4,6;2,4;73
Tromsø;SN90450;09.02.1986;-4;0,8;3,1;72
Tromsø;SN90450;10.02.1986;-3,3;8,4;4,5;85
Tromsø;SN90450;11.02.1986;-3,5;10;3,9;95
Tromsø;SN90450;12.02.1986;-0,3;10,4;4,1;105
Tromsø;SN90450;13.02.1986;-1,5;10;3,4;105
Tromsø;SN90450;14.02.1986;1,6;1,2;5,1;98
Tromsø;SN90450;15.02.1986;1;1,5;5,3;92
Tromsø;SN90450;16.02.1986;-4,1;6,8;2,9;95
Tromsø;SN90450;17.02.1986;-9,3;1,2;4,4;96
Tromsø;SN90450;18.02.1986;-10,4;0,1;3,9;93
Tromsø;SN90450;19.02.1986;-5,8;0;8,8;92
Tromsø;SN90450;20.02.1986;-4,7;4,4;1,5;93
Tromsø;SN90450;21.02.1986;-7,6;0,2;3,1;92
Tromsø;SN90450;22.02.1986;-6,4;7,1;2,4;107
Tromsø;SN90450;23.02.1986;-8,8;1,1;3,3;107
Tromsø;SN90450;24.02.1986;-8,7;0,6;5,8;113
Tromsø;SN90450;25.02.1986;-3;4,7;5,2;115
Tromsø;SN90450;26.02.1986;-6,2;4,3;2,9;115
Tromsø;SN90450;27.02.1986;-3,7;3,1;5;117
Tromsø;SN90450;28.02.1986;-1,1;7;8,6;118
Tromsø;SN90450;01.03.1986;-9,5;11,2;4,3;135
Tromsø;SN90450;02.03.1986;-9;5;4,8;135
Tromsø;SN90450;03.03.1986;-4,5;0,8;7,9;130
Tromsø;SN90450;04.03.1986;-9,1;12,7;5,1;140
Tromsø;SN90450;05.03.1986;-11,7;0;4,8;140
Tromsø;SN90450;06.03.1986;-5,6;0;8,2;130
Tromsø;SN90450;07.03.1986;1;0;6,5;125
Tromsø;SN90450;08.03.1986;-0,3;5;1,9;128
Tromsø;SN90450;09.03.1986;2,4;2,1;7,5;130
Tromsø;SN90450;10.03.1986;3,2;4;5,8;115
Tromsø;SN90450;11.03.1986;2,8;0,1;5,5;114
Tromsø;SN90450;12.03.1986;3,1;0;7;112
Tromsø;SN90450;13.03.1986;3,5;0,5;3,9;106
Tromsø;SN90450;14.03.1986;0;0;6,7;103
Tromsø;SN90450;15.03.1986;4;0;6,3;102
Tromsø;SN90450;16.03.1986;5,6;0;6,9;95
Tromsø;SN90450;17.03.1986;3,4;0,1;3,3;90
Tromsø;SN90450;18.03.1986;1,8;1;5,1;88
Tromsø;SN90450;19.03.1986;3,2;0,1;5,8;85
Tromsø;SN90450;20.03.1986;1,8;0,8;4,6;87
Tromsø;SN90450;21.03.1986;3,7;0,2;8,2;85
Tromsø;SN90450;22.03.1986;3,3;0,1;7,9;83
Tromsø;SN90450;23.03.1986;3,3;0,1;5;81
Tromsø;SN90450;24.03.1986;2,7;0;3,8;80
Tromsø;SN90450;25.03.1986;1,6;0,1;5,5;75
Tromsø;SN90450;26.03.1986;1,4;0,1;3,1;72
Tromsø;SN90450;27.03.1986;1,3;0,1;2,9;70
Tromsø;SN90450;28.03.1986;1,8;0,3;3,6;71
Tromsø;SN90450;29.03.1986;0,9;0,1;4,6;71
Tromsø;SN90450;30.03.1986;-0,8;0;1,4;71
Tromsø;SN90450;31.03.1986;-0,3;0;0,7;71
Tromsø;SN90450;01.04.1986;1,7;0;0,8;70
Tromsø;SN90450;02.04.1986;1;0;5;70
Tromsø;SN90450;03.04.1986;-0,9;0;6,9;75
Tromsø;SN90450;04.04.1986;-1,2;3,8;4,8;77
Tromsø;SN90450;05.04.1986;-0,5;0,3;3,4;77
Tromsø;SN90450;06.04.1986;1,8;0,4;5;77
Tromsø;SN90450;07.04.1986;3,2;0,6;6,2;73
Tromsø;SN90450;08.04.1986;-1,5;6,8;2;70
Tromsø;SN90450;09.04.1986;-7,3;6,3;3,5;79
Tromsø;SN90450;10.04.1986;-4,8;7,5;2,4;81
Tromsø;SN90450;11.04.1986;-2,9;2,1;6,5;83
Tromsø;SN90450;12.04.1986;-3,7;10,6;5;95
Tromsø;SN90450;13.04.1986;-3,7;0,9;5,5;93
Tromsø;SN90450;14.04.1986;-5,8;0,6;3,1;94
Tromsø;SN90450;15.04.1986;-6,8;0,7;1;94
Tromsø;SN90450;16.04.1986;-6,3;0,1;0,3;90
Tromsø;SN90450;17.04.1986;-4,6;0;0,3;85
Tromsø;SN90450;18.04.1986;-3,6;0;0,7;85
Tromsø;SN90450;19.04.1986;-3,5;0,1;2;85
Tromsø;SN90450;20.04.1986;-2,2;0,1;2,1;85
Tromsø;SN90450;21.04.1986;0,2;0;3,1;84
Tromsø;SN90450;22.04.1986;-1,6;0;2;82
Tromsø;SN90450;23.04.1986;1,8;0;1,9;82
Tromsø;SN90450;24.04.1986;3,3;0;2,7;80
Tromsø;SN90450;25.04.1986;3,8;0,3;5,8;70
Tromsø;SN90450;26.04.1986;6,6;0,1;1,2;67
Tromsø;SN90450;27.04.1986;5,2;0,4;1,7;65
Tromsø;SN90450;28.04.1986;2,7;0,1;5,2;58
Tromsø;SN90450;29.04.1986;3,1;0;3,9;55
Tromsø;SN90450;30.04.1986;1,5;0;3,2;50
Tromsø;SN90450;01.05.1986;2,3;0;0,8;49
Tromsø;SN90450;02.05.1986;1,8;0,9;1,9;47
Tromsø;SN90450;03.05.1986;3,3;1,2;0,8;41
Tromsø;SN90450;04.05.1986;5,1;0,2;3,2;36
Tromsø;SN90450;05.05.1986;3,6;0;2,8;26
Tromsø;SN90450;06.05.1986;2,4;0;1,2;25
Tromsø;SN90450;07.05.1986;2,5;0;1,7;25
Tromsø;SN90450;08.05.1986;4,4;0;3,8;18
Tromsø;SN90450;09.05.1986;6,1;0;0,5;12
Tromsø;SN90450;10.05.1986;8;0;3,6;7
Tromsø;SN90450;11.05.1986;8,5;0,3;4,9;0
Tromsø;SN90450;12.05.1986;9,6;0;5,8;0
Tromsø;SN90450;13.05.1986;9,8;0;5,3;0
Tromsø;SN90450;14.05.1986;8,9;0;1,7;0
Tromsø;SN90450;15.05.1986;6,2;1,9;5,8;0
Tromsø;SN90450;16.05.1986;8,4;1,6;3,1;0
Tromsø;SN90450;17.05.1986;6,4;0;3,6;0
Tromsø;SN90450;18.05.1986;5,2;0,2;1,6;0
Tromsø;SN90450;19.05.1986;7,8;0,2;2,1;0
Tromsø;SN90450;20.05.1986;8,3;0;0,3;0
Tromsø;SN90450;21.05.1986;9,5;0;0,9;0
Tromsø;SN90450;22.05.1986;12,2;0;2,9;0
Tromsø;SN90450;23.05.1986;5,8;5,8;5;0
Tromsø;SN90450;24.05.1986;7,1;16,1;3,8;0
Tromsø;SN90450;25.05.1986;9,7;0,8;2,4;0
Tromsø;SN90450;26.05.1986;10,8;0;3,6;0
Tromsø;SN90450;27.05.1986;9,5;0;1,9;0
Tromsø;SN90450;28.05.1986;10;0;2,4;0
Tromsø;SN90450;29.05.1986;9,8;0;3,8;0
Tromsø;SN90450;30.05.1986;7,3;0,7;2,9;0
Tromsø;SN90450;31.05.1986;6,7;3,3;3,2;0
Tromsø;SN90450;01.06.1986;6,8;9,3;2,7;0
Tromsø;SN90450;02.06.1986;10;1,6;1;0
Tromsø;SN90450;03.06.1986;14,8;1,4;1,2;0
Tromsø;SN90450;04.06.1986;15,9;0;4,3;0
Tromsø;SN90450;05.06.1986;15,7;0;4,5;0
Tromsø;SN90450;06.06.1986;14,5;0;0,9;0
Tromsø;SN90450;07.06.1986;7,7;8,4;6,7;0
Tromsø;SN90450;08.06.1986;10,2;0;3,9;0
Tromsø;SN90450;09.06.1986;13,7;0;2,4;0
Tromsø;SN90450;10.06.1986;12,2;0,3;4,8;0
Tromsø;SN90450;11.06.1986;13,5;0;2,7;0
Tromsø;SN90450;12.06.1986;16,8;0;2,7;0
Tromsø;SN90450;13.06.1986;6,2;9,8;3,6;0
Tromsø;SN90450;14.06.1986;7,5;14,7;2,6;0
Tromsø;SN90450;15.06.1986;8,2;7,5;5;0
Tromsø;SN90450;16.06.1986;7,7;12,1;5,6;0
Tromsø;SN90450;17.06.1986;9,6;8;3,3;0
Tromsø;SN90450;18.06.1986;11,9;0;1,9;0
Tromsø;SN90450;19.06.1986;7;10,9;4,8;0
Tromsø;SN90450;20.06.1986;6,1;0,7;2,4;0
Tromsø;SN90450;21.06.1986;6,7;3,5;2,6;0
Tromsø;SN90450;22.06.1986;7,5;3;1,9;0
Tromsø;SN90450;23.06.1986;7,7;1;4,1;0
Tromsø;SN90450;24.06.1986;9,4;0,8;5,3;0
Tromsø;SN90450;25.06.1986;9,5;0;1,2;0
Tromsø;SN90450;26.06.1986;12,1;0;4,1;0
Tromsø;SN90450;27.06.1986;8,5;1,9;2,2;0
Tromsø;SN90450;28.06.1986;8;8;3,4;0
Tromsø;SN90450;29.06.1986;7,4;3,1;5,5;0
Tromsø;SN90450;30.06.1986;7,6;5,1;1,5;0
Tromsø;SN90450;01.07.1986;7,5;0,6;4,3;0
Tromsø;SN90450;02.07.1986;6,8;7;3,6;0
Tromsø;SN90450;03.07.1986;7,2;4,4;3,6;0
Tromsø;SN90450;04.07.1986;12,7;0,1;1,7;0
Tromsø;SN90450;05.07.1986;10,1;0,5;0,3;0
Tromsø;SN90450;06.07.1986;12,5;1,9;1;0
Tromsø;SN90450;07.07.1986;10,1;2,4;1,4;0
Tromsø;SN90450;08.07.1986;12,6;4,1;2,9;0
Tromsø;SN90450;09.07.1986;14,6;0;1,4;0
Tromsø;SN90450;10.07.1986;12;0,2;2,9;0
Tromsø;SN90450;11.07.1986;10,8;2,7;1;0
Tromsø;SN90450;12.07.1986;9,2;0;2,6;0
Tromsø;SN90450;13.07.1986;9,3;4,5;4,6;0
Tromsø;SN90450;14.07.1986;11;0;1,3;0
Tromsø;SN90450;15.07.1986;12,5;0;2,2;0
Tromsø;SN90450;16.07.1986;11,6;1,9;1,7;0
Tromsø;SN90450;17.07.1986;13,9;4,9;1,5;0
Tromsø;SN90450;18.07.1986;14,5;0;2,9;0
Tromsø;SN90450;19.07.1986;8,9;9,7;2,6;0
Tromsø;SN90450;20.07.1986;7,7;2,1;2,7;0
Tromsø;SN90450;21.07.1986;10,8;0;2,4;0
Tromsø;SN90450;22.07.1986;10,9;0;2,9;0
Tromsø;SN90450;23.07.1986;9;0;2,7;0
Tromsø;SN90450;24.07.1986;10,7;0;1,4;0
Tromsø;SN90450;25.07.1986;12,5;0;1;0
Tromsø;SN90450;26.07.1986;14,1;1,4;0,8;0
Tromsø;SN90450;27.07.1986;14,2;0,1;1;0
Tromsø;SN90450;28.07.1986;12,7;0,8;2,1;0
Tromsø;SN90450;29.07.1986;14,8;2,7;2,1;0
Tromsø;SN90450;30.07.1986;19,5;0;1,4;0
Tromsø;SN90450;31.07.1986;15,4;0;3,2;0
Tromsø;SN90450;01.08.1986;16,4;4;2,4;0
Tromsø;SN90450;02.08.1986;14,3;0;1,2;0
Tromsø;SN90450;03.08.1986;12,2;8,6;2,4;0
Tromsø;SN90450;04.08.1986;9,2;11,1;3,1;0
Tromsø;SN90450;05.08.1986;10,6;0;1,5;0
Tromsø;SN90450;06.08.1986;7,1;2;1,5;0
Tromsø;SN90450;07.08.1986;7,3;4,3;3,1;0
